date,type,description,borough
20230501,theft,Purse stolen from the back of a chair; witness provided a description,Staten Island
20250412,fraud,Phishing scam targeting employees; IT department acted as witness,Manhattan
20241215,assault,Threats made with a weapon during a dispute,Queens
20230811,arson,Intentional fire in a dumpster; witness saw a suspect in the alley,Manhattan
20250205,robbery,Mugging in a public park; witness called 911 immediately,Brooklyn
20240419,murder,Fatal stabbing in a park; no witnesses reported,Brooklyn
20260122,bribery,Bribe offered to bypass building codes; witnessed by a contractor,Staten Island
20251111,theft,Package theft from a porch,Manhattan
20240705,fraud,Insurance fraud involving property damage; witness provided photos,Bronx
20231030,assault,Bar fight leading to hospitalizations; security was a witness,Staten Island
20250105,arson,Vehicle set on fire; neighbor saw a suspect flee,Manhattan
20240914,murder,Shooting death outside a bar; several patrons witnessed the hit,Queens
20230412,bribery,Bribe paid to an official for a city contract,Brooklyn
20250528,theft,Lawn equipment stolen from a shed; neighbor provided a description,Brooklyn
20240118,fraud,Skimming device found at a gas pump; witness reported tampering,Brooklyn
20231220,assault,Physical altercation in a parking garage; witness recorded the fight,Staten Island
20250711,robbery,Armed robbery of a pharmacy; pharmacist provided a statement,Brooklyn
20240404,arson,Fire set to an abandoned building,Bronx
20231111,murder,Homicide resulting from a dispute; neighbor identified the suspect,Staten Island
20251230,bribery,Bribe paid to influence a legal case; witnessed by an aide,Manhattan
20240618,theft,Bicycle stolen from a balcony; witness saw the suspect climbing,Queens
20231019,fraud,Identity theft used to open accounts,Manhattan
20250919,assault,Customer assaulted a staff member; multiple witnesses present,Brooklyn
20241115,arson,Small fire set in a vacant lot; witness saw a suspect fleeing,Brooklyn
20230811,robbery,Mugging at gunpoint; witness provided a vehicle plate,Staten Island
20250401,murder,Fatal shooting in a park; witness identified a silver sedan,Manhattan
20240122,bribery,Attempted bribe of a city official; witnessed by a clerk,Bronx
20230925,fraud,Skimming device found at a local market; witness reported suspicious activity,Staten Island
20251015,assault,Physical fight at a sporting event; fans and security were witnesses,Manhattan
20240505,arson,Small fire set behind a building,Queens
20260112,theft,Laptop taken from a university cafe; several students witnessed the theft,Brooklyn
20250617,robbery,Convenience store holdup; clerk provided a detailed statement,Brooklyn
20240210,murder,Homicide investigation following a drive-by,Brooklyn
20231105,bribery,Bribe offered to influence a legal case,Staten Island
20250830,theft,Purse stolen from a shopping cart; witness provided a description,Manhattan
20240612,fraud,Check kiting scheme uncovered at a bank; bank teller was a witness,Bronx
20230419,assault,Physical altercation between drivers,Staten Island
20251212,arson,Trash fire set behind a shopping center; witness saw a hooded figure,Manhattan
20240101,murder,Fatal stabbing in a residential driveway; neighbor reported the event,Queens
20231015,bribery,Kickback given to a purchasing agent; witnessed by an accountant,Brooklyn
20250314,theft,Tools stolen from a garage; witness saw a white van leaving,Brooklyn
20241118,fraud,Phishing scam targeting employees; IT department acted as witness,Brooklyn
20230711,assault,Physical fight at a bar; bartender provided a statement,Staten Island
20250920,robbery,Carjacking at a red light; witness provided a vehicle description,Manhattan
20240505,arson,Intentional fire in a dumpster,Bronx
20230214,murder,Investigation into a fatal shooting; neighbor heard shots and called 911,Staten Island
20251125,bribery,Bribe offered to bypass an inspection; witnessed by a colleague,Manhattan
20240801,theft,Bicycle taken from a residential porch; neighbor saw the theft,Queens
20230630,fraud,Mortgage fraud involving forged signatures,Manhattan
20251210,assault,Dispute at a bar escalated to violence; several patrons were witnesses,Brooklyn
20240112,robbery,Armed robbery of a pedestrian; witness provided a suspect sketch,Brooklyn
20230925,arson,Small fire set in a park; witness saw a suspect fleeing,Staten Island
20250418,murder,Shooting death outside a store; witness provided a height description,Manhattan
20241030,bribery,Cash exchange observed between a developer and an official,Bronx
20231111,theft,Laptop stolen from a cafe; several students witnessed the grab,Staten Island
20250702,fraud,Skimming device found at a gas station; witness reported tampering,Manhattan
20240322,assault,Security guard assaulted by a trespasser; witness recorded the hit,Queens
20230528,arson,Vehicle set on fire; neighbor saw a person fleeing,Manhattan
20250228,robbery,Mugging in a public park; witness called 911 immediately,Brooklyn
20240909,murder,Body discovered in a wooded area; hiker acted as a witness,Brooklyn
20230819,bribery,Bribe paid to bypass building codes; witnessed by a junior inspector,Staten Island
20251215,theft,Tools stolen from a construction site; witness saw a suspect in a white truck,Manhattan
20240405,fraud,Investment fraud targeting seniors; whistleblower acted as witness,Bronx
20260119,assault,Physical altercation in a parking garage; witness recorded the fight,Staten Island
20250617,arson,Intentional fire set to a fence; neighbor saw a suspect with a lighter,Brooklyn
20241102,robbery,Armed robbery of a pharmacy; pharmacist provided a statement,Queens
20231008,murder,Investigation into a drive-by shooting; several witnesses identified the car,Brooklyn
20250131,bribery,Attempted bribe of a city official; witnessed by a clerk,Brooklyn
20240512,theft,Bicycle stolen from a rack; witness saw the suspect flee on foot,Brooklyn
20230714,fraud,Counterfeit bills passed at a market,Staten Island
20250325,assault,Customer assaulted a staff member; multiple patrons witnessed it,Brooklyn
20241220,arson,Small fire set in a vacant lot; witness reported a suspect fleeing,Bronx
20230227,robbery,Store clerk robbed during a night shift; witness provided a vehicle description,Staten Island
20250810,murder,Fatal shooting in a driveway; witness identified a silver sedan,Manhattan
20240606,bribery,Bribe paid to influence a legal case; witnessed by an aide,Queens
20230305,theft,Package theft caught on camera; neighbor provided the footage,Manhattan
20251015,fraud,Identity theft involving stolen mail; mail carrier acted as witness,Brooklyn
20240128,assault,Road rage incident leading to a fight; witness recorded it on a phone,Brooklyn
20231115,arson,House fire determined to be arson; neighbor saw someone running away,Staten Island
20250522,robbery,Mugging at gunpoint; witness provided a suspect sketch,Manhattan
20240701,murder,Homicide resulting from a dispute; neighbor identified the suspect,Bronx
20230919,bribery,Bribe offered to influence a city contract; witnessed by an aide,Staten Island
20251119,theft,Laptop taken from a library table; student saw the suspect flee,Manhattan
20240215,fraud,Online romance scam leading to financial loss; victim's family acted as witness,Queens
20230628,assault,Physical fight in a parking lot; witness recorded the incident,Brooklyn
20250814,arson,Structure fire at a warehouse; witness saw a hooded figure fleeing,Brooklyn
20241022,robbery,Convenience store robbery; clerk provided a detailed description,Brooklyn
20230501,murder,Shooting at a party; multiple witnesses identified the shooter,Staten Island
20250412,bribery,Bribe offered to bypass building codes,Manhattan
20241215,theft,Purse taken from a shopping cart; witness provided a description,Bronx
20230811,fraud,Investment fraud targeting the elderly; witness provided internal documents,Staten Island
20250205,assault,Security guard assaulted by a trespasser,Brooklyn
20240419,arson,Fire set to an abandoned building; witness reported seeing teenagers,Queens
20230122,robbery,Armed robbery of a pharmacy; pharmacist was the sole witness,Manhattan
20251111,murder,Fatal stabbing in a park; several witnesses gave statements,Brooklyn
20240705,bribery,Attempted bribe of a city official; witnessed by a staffer,Brooklyn
20231030,theft,Lawn equipment stolen from a shed,Staten Island
20250105,fraud,Identity theft used to open accounts; bank manager acted as witness,Manhattan
20240914,assault,Physical fight at a sporting event; dozens of fans witnessed the hit,Bronx
20230412,arson,Small fire set in a vacant lot,Staten Island
20250528,robbery,Mugging in a public park; witness provided a vehicle description,Manhattan
20240118,murder,Fatal shooting in a driveway; witness identified the getaway car,Queens
20231220,bribery,Bribe paid to influence a legal case; witnessed by an aide,Manhattan
20250711,theft,Bicycle stolen from a balcony; witness saw the suspect climb,Brooklyn
20240404,fraud,Insurance fraud involving property damage; adjuster acted as witness,Brooklyn
20231111,assault,Customer assaulted a staff member; multiple witnesses present,Staten Island
20251230,arson,Vehicle set on fire; neighbor provided doorbell footage,Manhattan
20240618,robbery,Bank robbery involving a masked individual,Bronx
20231019,murder,Fatal shooting in a residential area; witness identified the suspect,Staten Island
20250919,bribery,Bribe offered to bypass a health inspection; witnessed by a clerk,Manhattan
20241115,theft,Purse snatched from a shopping cart; witness saw the suspect flee,Queens
20230811,fraud,Skimming device found at a gas pump; witness reported tampering,Manhattan
20250401,assault,Physical altercation between two drivers; witness recorded the fight,Brooklyn
20240122,arson,Intentional fire in a dumpster,Brooklyn
20230925,robbery,Armed robbery of a pedestrian; witness provided a description,Staten Island
20251015,murder,Investigation into a shooting death; neighbor heard shots and called 911,Manhattan
20240505,bribery,Bribe paid to an official for a city contract,Bronx
20230112,theft,Laptop taken from a university cafe; student witness provided a sketch,Staten Island
20250617,fraud,Check kiting scheme uncovered at a bank; bank teller was a witness,Manhattan
20240210,assault,Bar fight resulting in minor injuries; bartender was a witness,Queens
20231105,arson,Fire set to a vacant storefront; witness saw a suspect fleeing,Manhattan
20250830,robbery,Mugging at gunpoint; witness provided a suspect description,Brooklyn
